codigo_ibge_origin,latitude_origin,longitude_origin,codigo_uf_origin,codigo_ibge_destination,latitude_destination,longitude_destination,codigo_uf_destination
2205151,-793.063,-412.075,22,1711951,-10.368,-47.538,17
3134806,-210.137,-467.359,31,2608701,-86.602,-35.904,26
2703502,-883.951,-354.591,27,3137304,-16.978,-445.754,31
4310876,-290.401,-530.657,43,4311270,-285.676,-528.618,43
1503804,-444.617,-491.153,15,3137403,-209.139,-440.797,31
3524600,-246.963,-480.064,35,3137502,-187.715,-464.012,31
4310900,-277.291,-525.372,43,3137536,-178.323,-465.165,31
3134905,-22.286,-466.166,31,2608750,-899.452,-402.767,26
4111902,-231.104,-515.342,41,2105963,-498.893,-453.816,21
2917607,-135.248,-39.964,29,2406502,-609.339,-364.703,24
3135001,-19.647,-427.498,31,2918753,-140.334,-421.328,29
4311007,-325.604,-53.377,43,2406601,-612.295,-354.724,24
2917706,-102.569,-401.999,29,5212253,-191.832,-513.998,52
3203056,-18.907,-400.759,32,3137601,-196.397,-438.932,31
2306702,-56.051,-387.639,23,2508307,-715.535,-358.491,25
4311106,-294.936,-54.703,43,4311304,-282.093,-515.248,43
4112009,-242.439,-497.066,41,4311254,-292.348,-527.997,43
2306801,-567.765,-385.359,23,3526308,-230.846,-451.944,35
2306900,-590.213,-386.227,23,2205540,-583.074,-426.223,22
2917805,-131.109,-388.939,29,4209409,-284.843,-487.772,42
3524709,-227.037,-469.851,35,5005251,-225.448,-551.502,50
2307007,-483.151,-37.781,23,2918803,-131.673,-394.213,29
4208807,-286.146,-490.296,42,3302304,-212.091,-421.271,33
3135050,-153.432,-436.688,31,1712009,-974.996,-483.565,17
2205201,-736.229,-411.371,22,4311403,-294.591,-519.644,43
3524808,-202.672,-505.494,35,4311429,-276.913,-531.818,43
3524907,-232.522,-456.942,35,4209458,-268.576,-525.648,42
3135076,-18.461,-41.809,31,2105989,-618.539,-470.293,21
3135100,-158.022,-433.132,31,2918902,-176.056,-403.383,29
5211701,-170.481,-501.453,52,2919009,-123.529,-409.048,29
4112108,-236.011,-516.448,41,2608800,-865.791,-363.293,26
2405108,-535.211,-361.278,24,2919058,-134.663,-402.204,29
2917904,-115.616,-377.853,29,2406700,-569.322,-36.247,24
3525003,-235.275,-469.023,35,2406809,-614.943,-361.171,24
2405207,-601.474,-374.048,24,3137700,-201.539,-416.228,31
5104906,-15.235,-564.917,51,2919108,-11.773,-38.887,29
4112207,-241.401,-527.784,41,3137809,-219.671,-453.498,31
3135209,-154.802,-443.639,31,5105234,-153.188,-580.046,51
2405306,-616.566,-356.219,24,3137908,-20.79,-434.706,31
3135308,-201.442,-455.015,31,2205607,-725.922,-439.364,22
2703601,-908.746,-352.634,27,4113205,-257.671,-497.168,41
2803302,-105.849,-369.418,28,2919157,-113.851,-418.286,29
3302270,-226.435,-436.602,33,3203163,-198.994,-410.621,32
2405405,-646.544,-359.346,24,3138005,-213.715,-424.732,31
4112306,-238.142,-501.422,41,4113254,-248.862,-52.47,41
2803401,-103.477,-368.045,28,1600279,-804.911,-52.453,16
3135357,-159.891,-442.758,31,3526407,-230.506,-478.375,35
5004809,-238.903,-544.059,50,2803609,-107.981,-371.731,28
4112405,-234.693,-525.557,41,4113304,-254.077,-524.109,41
1302108,-188.237,-669.291,13,3138104,-17.887,-445.735,31
2607950,-872.618,-357.942,26,2508406,-650.603,-381.742,25
4311122,-288.811,-503.637,43,4209508,-272.173,-497.331,42
5211800,-157.529,-493.344,52,2919207,-128.978,-38.321,29
4208906,-264.851,-490.713,42,4209607,-283.859,-494.035,42
5004908,-201.386,-543.996,50,1712157,-127.847,-465.099,17
2703700,-966.224,-370.046,27,3526506,-211.639,-510.412,35
2307106,-757.599,-392.826,23,3138203,-21.248,-450.009,31
5005004,-214.799,-561.489,50,2307502,-67.448,-389.706,23
4112504,-241.809,-516.902,41,4311502,-308.071,-538.931,43
2405504,-564.999,-359.713,24,3526605,-22.57,-449.024,35
2405603,-637.665,-373.496,24,3138302,-197.193,-450.279,31
2205250,-6.099,-42.63,22,4209706,-26.928,-506.921,42
2405702,-658.047,-367.736,24,3526704,-221.809,-473.841,35
4112603,-225.523,-520.503,41,3138351,-170.793,-426.936,31
3525102,-210.176,-477.606,35,2919306,-125.616,-413.928,29
4208955,-267.191,-528.625,42,3526803,-226.027,-488.037,35
4311130,-292.922,-542.237,43,4209805,-275.081,-492.789,42
3525201,-231.039,-46.728,35,3138401,-215.296,-426.421,31
1100114,-104.318,-624.788,11,5212303,-16.619,-487.428,52
5211909,-178.784,-517.204,52,4113403,-230.818,-507.511,41
4112702,-232.578,-509.777,41,4311601,-27.601,-530.753,43
2608008,-797.668,-364.943,26,3138500,-220.275,-443.208,31
5005103,-224.806,-543.079,50,2919405,-146.842,-425.095,29
2307205,-76.797,-390.029,23,4113429,-24.11,-516.506,41
2105450,-582.282,-442.153,21,2106003,-451.837,-444.646,21
2608057,-917.476,-382.607,26,3138609,-218.386,-437.934,31
2205276,-477.025,-41.817,22,3526902,-22.566,-47.397,35
3525300,-222.936,-485.592,35,3138625,-195.512,-505.815,31
1711506,-126.509,-48.589,17,2608909,-78.726,-354.402,26
5212006,-161.773,-509.508,52,2704203,-974.098,-365.121,27
5105002,-153.342,-588.723,51,1504000,-18.985,-493.903,15
3135407,-205.339,-439.894,31,2307601,-514.392,-380.847,23
3135456,-170.831,-422.589,31,4113452,-252.596,-535.733,41
2105476,-536.237,-456.356,21,3527009,-225.226,-46.65,35
3135506,-204.542,-426.651,31,4209854,-270.545,-52.069,42
2703759,-100.133,-360.142,27,4311627,-295.859,-512.141,43
2918001,-138.509,-400.877,29,4311643,-294.679,-512.003,43
3135605,-17.229,-444.376,31,3203205,-193.946,-400.643,32
3135704,-192.345,-440.304,31,3527108,-216.718,-497.526,35
3135803,-164.375,-410.117,31,2508505,-737.113,-369.491,25
2918100,-100.685,-383.471,29,2919504,-136.369,-418.432,29
2507408,-654.577,-378.036,25,1712405,-959.002,-466.738,17
3525409,-203.116,-475.918,35,4113502,-229.232,-531.362,41
3203106,-207.994,-413.948,32,4113601,-230.058,-519.524,41
2205300,-709.128,-435.033,22,2508554,-661.191,-354.384,25
3135902,-219.887,-452.911,31,4113700,-23.304,-511.691,41
4112751,-243.839,-533.849,41,3138658,-159.013,-44.306,31
5212055,-159.484,-493.739,52,4209904,-271.684,-49.535,42
1100122,-108.777,-619.322,11,3527207,-227.334,-451.197,35
2307254,-279.331,-405.127,23,2106102,-708.111,-451.451,21
2918209,-132.621,-395.737,29,3527256,-20.966,-502.263,35
2918308,-140.131,-398.969,29,3527306,-230.856,-469.484,35
4209003,-271.721,-515.108,42,5105259,-130.588,-559.042,51
3136009,-166.522,-410.229,31,3527405,-217.182,-510.215,35
3136108,-191.729,-426.775,31,2508604,-690.258,-348.748,25
3525508,-22.927,-462.741,35,3527504,-224.294,-49.522,35
2608107,-786.565,-355.787,26,5105309,-112.219,-506.676,51
2405801,-554.094,-358.122,24,2406908,-610.525,-378.134,24
2205359,-850.736,-424.264,22,3527603,-21.55,-477.801,35
2405900,-627.215,-377.885,24,2205706,-288.438,-416.641,22
2918357,-113.486,-416.548,29,2106201,-127.492,-45.867,21
2105500,-544.363,-474.064,21,2919553,-120.956,-457.866,29
3136207,-198.126,-431.735,31,2407005,-640.588,-383.899,24
3203130,-197.577,-40.386,32,3138674,-204.468,-420.976,31
2507507,-711.509,-348.641,25,3138682,-161.095,-445.886,31
3136306,-177.398,-461.715,31,4210001,-267.151,-489.322,42
3525607,-222.473,-507.694,35,4113734,-242.853,-52.269,41
3136405,-17.758,-441.643,31,3527702,-216.737,-503.294,35
2703809,-91.328,-357.474,27,3138708,-215.145,-449.034,31
2608206,-862.281,-355.288,26,4113759,-240.821,-517.368,41
2205409,-350.164,-421.865,22,3527801,-224.146,-49.818,35
4112801,-234.987,-49.909,41,4113809,-22.755,-516.601,41
2513653,-648.362,-384.764,25,3527900,-223.384,-50.394,35
2205458,-34.804,-424.255,22,3138807,-197.911,-456.794,31
4311155,-286.435,-541.141,43,4210035,-271.304,-514.682,42
4209102,-263.045,-488.487,42,5212501,-16.253,-47.95,52
3136504,-159.009,-401.841,31,2205805,-34.683,-423.718,22
1200328,-91.908,-719.503,12,1712454,-617.794,-478.582,17
4209151,-269.566,-496.286,42,3302403,-223.768,-417.848,33
3525706,-210.551,-496.892,35,2407104,-585.229,-353.552,24
2406007,-631.095,-382.823,24,2919603,-121.326,-403.571,29
2205508,-475.146,-425.746,22,4311718,-291.445,-560.674,43
3136520,-169.053,-426.014,31,2803708,-106.619,-375.413,28
3136553,-182.195,-424.946,31,1600303,34.934,-510.694,16
2105609,-498.611,-446.958,21,2609006,-755.564,-354.425,26
3136579,-165.417,-425.151,31,2919702,-155.646,-404.209,29
5212105,-17.802,-496.197,52,3528007,-225.002,-487.102,35
5105101,-112.639,-575.244,51,2407203,-510.795,-366.318,24
2507606,-71.713,-355.686,25,3528106,-208.022,-499.687,35
1711803,-811.951,-490.643,17,2919801,-130.186,-426.945,29
3136652,-199.448,-443.451,31,3528205,-201.444,-501.973,35
2507705,-706.092,-365.793,25,2704302,-966.599,-35.735,27
2918407,-941.622,-405.033,29,3138906,-170.723,-407.245,31
2307304,-719.621,-393.076,23,4311700,-275.667,-516.668,43
2205516,-517.459,-416.976,22,1100130,-944.363,-619.818,11
2307403,-651.523,-395.187,23,3139003,-216.778,-459.219,31
2608255,-870.195,-364.871,26,2609105,-768.827,-355.114,26
2918456,-168.488,-401.641,29,4210050,-268.552,-513.705,42
2406106,-60.306,-37.009,24,3302452,-219.813,-422.533,33
5105150,-113.728,-587.483,51,2919900,-916.226,-390.518,29
3136702,-217.595,-433.398,31,2307635,-484.601,-395.725,23
2205524,-103.225,-442.381,22,2205854,-348.624,-424.981,22
4311205,-292.299,-536.772,43,2919926,-127.446,-386.153,29
3525805,-220.112,-497.873,35,3139102,-21.483,-443.287,31
3525854,-230.884,-477.868,35,2508703,-725.201,-374.322,25
2105658,-183.888,-46.09,21,1504059,-205.683,-475.601,15
2507804,-699.269,-367.166,25,2919959,-146.623,-414.915,29
2406155,-626.866,-353.495,24,4210100,-261.159,-498.086,42
2703908,-893.297,-355.669,27,1504109,-803.391,-476.014,15
3525904,-231.852,-468.974,35,2106300,-339.232,-422.117,21
4112900,-234.357,-502.496,41,3528304,-206.445,-502.305,35
2704005,-990.696,-364.803,27,3302502,-226.632,-430.315,33
3526001,-215.103,-514.342,35,2920007,-15.624,-402.587,29
2608305,-870.904,-364.126,26,2920106,-117.107,-401.437,29
4209177,-26.395,-527.298,42,3528403,-235.398,-47.185,35
3526100,-243.101,-476.426,35,3528502,-233.171,-465.897,35
3526209,-239.244,-470.653,35,5212600,-172.975,-494.898,52
3136801,-168.473,-435.865,31,4210209,-274.192,-489.488,42
4112959,-244.209,-528.413,41,2704401,-953.009,-36.992,27
2608404,-870.714,-361.347,26,2407252,-639.949,-38.324,24
2205532,-921.992,-431.337,22,4210308,-263.709,-503.266,42
2507903,-736.176,-352.321,25,3139201,-178.456,-420.769,31
2508000,-752.983,-37.815,25,2920205,-143.371,-437.686,29
1302207,-348.438,-660.718,13,2920304,-143.847,-418.842,29
3136900,-212.493,-465.735,31,2803807,-103.418,-369.252,28
5105176,-103.178,-583.592,51,2803906,-106.649,-373.004,28
1503903,-216.347,-560.889,15,4113908,-258.806,-508.173,41
5105200,-160.633,-548.859,51,2508802,-689.719,-375.221,25
2918506,-110.431,-419.702,29,2508901,-68.337,-351.213,25
5212204,-158.659,-508.668,52,5212709,-144.823,-461.165,52
4113007,-236.219,-524.693,41,4114005,-24.317,-525.271,41
2918555,-15.192,-39.491,29,3139250,-150.479,-429.469,31
2918605,-135.155,-415.882,29,4311734,-292.136,-499.311,43
1302306,-275.814,-667.595,13,1302504,-329.066,-606.216,13
5005152,-228.596,-546.061,50,2509008,-770.331,-381.523,25
3136959,-142.662,-441.597,31,1302553,-344.078,-604.612,13
4113106,-238.188,-516.687,41,2609154,-89.649,-376.313,26
1302405,-726.413,-647.948,13,1302603,-311.866,-600.212,13
4209201,-272.579,-515.577,42,1200336,-761.657,-728.997,12
3137007,-176.279,-417.488,31,4114104,-233.458,-520.944,41
5005202,-190.089,-575.973,50,4114203,-235.446,-51.671,41
2918704,-136.541,-402.119,29,4114302,-25.777,-493.282,41
3137106,-181.759,-468.063,31,3528601,-230.056,-493.202,35
2803500,-109.136,-376.689,28,4114351,-261.441,-533.113,41
4209300,-27.815,-503.259,42,3139300,-147.529,-439.391,31
2105708,-456.974,-451.319,21,3302601,-229.594,-440.409,33
2105807,-4.609,-45.049,21,4114401,-259.421,-521.743,41
2105948,-461.173,-449.798,21,3139409,-202.572,-42.028,31
2105906,-394.661,-44.826,21,3139508,-203.591,-419.589,31
2508109,-658.572,-379.127,25,1302702,-580.462,-612.895,13
2205557,-451.539,-426.309,22,2205904,-801.234,-438.755,22
4311239,-294.939,-53.017,43,4114500,-245.144,-516.658,41
2406205,-639.493,-355.949,24,1200344,-883.291,-692.679,12
2704104,-983.291,-367.413,27,4311759,-295.859,-554.841,43
1711902,-107.906,-496.199,17,2920403,-141.476,-402.399,29
3137205,-200.237,-455.401,31,2920452,-107.227,-440.428,29
2508208,-667.213,-353.706,25,3139607,-187.761,-409.874,31
2608503,-793.005,-352.874,26,3203304,-188.594,-41.124,32
2406304,-615.082,-354.299,24,4311775,-296.798,-502.079,43
2205573,-438.505,-415.969,22,3139805,-218.707,-430.062,31
2406403,-60.119,-358.729,24,2704906,-944.739,-363.881,27
2205565,-847.673,-415.342,22,5212808,-140.148,-491.777,52
2608453,-784.383,-353.108,26,1302801,-185.313,-65.573,13
2105922,-605.023,-435.333,21,1504208,-538.075,-491.327,15
2608602,-912.567,-364.584,26,3528700,-221.068,-519.617,35
2205581,-541.864,-426.437,22,2106326,-204.918,-459.587,21
2205599,-650.766,-415.653,22,3528809,-226.149,-506.713,35
1711951,-10.368,-47.538,17,4210407,-288.463,-494.605,42
2608701,-86.602,-35.904,26,5005400,-216.105,-551.678,50
3137304,-16.978,-445.754,31,1504307,-778.899,-47.452,15
4311270,-285.676,-528.618,43,2307650,-386.699,-386.259,23
3137403,-209.139,-440.797,31,2920502,-134.355,-404.323,29
3137502,-187.715,-464.012,31,2704500,-900.744,-352.267,27
3137536,-178.323,-465.165,31,2920601,-12.776,-389.175,29
2608750,-899.452,-402.767,26,2609204,-879.062,-358.266,26
2105963,-498.893,-453.816,21,2106359,-462.806,-454.531,21
2406502,-609.339,-364.703,24,2307700,-389.143,-386.829,23
2918753,-140.334,-421.328,29,2106375,-224.078,-458.507,21
2406601,-612.295,-354.724,24,1504406,-714.702,-477.034,15
5212253,-191.832,-513.998,52,3528858,-212.587,-49.13,35
3137601,-196.397,-438.932,31,4311791,-295.457,-515.573,43
2508307,-715.535,-358.491,25,3203320,-210.398,-408.384,32
4311304,-282.093,-515.248,43,4311809,-284.498,-521.986,43
4311254,-292.348,-527.997,43,2920700,-141.035,-390.137,29
3526308,-230.846,-451.944,35,2704609,-923.045,-373.524,27
2205540,-583.074,-426.223,22,4210506,-267.665,-531.737,42
4209409,-284.843,-487.772,42,3139706,-195.076,-446.779,31
5005251,-225.448,-551.502,50,2509057,-676.535,-350.087,25
2918803,-131.673,-394.213,29,5105580,-110.463,-544.377,51
3302304,-212.091,-421.271,33,4311908,-274.676,-519.095,43
1712009,-974.996,-483.565,17,2407302,-62.846,-381.642,24
4311403,-294.591,-519.644,43,2920809,-130.064,-405.295,29
4311429,-276.913,-531.818,43,2307809,-31.285,-401.582,23
4209458,-268.576,-525.648,42,2205953,-744.169,-406.602,22
2105989,-618.539,-470.293,21,2206001,-711.565,-438.926,22
2918902,-176.056,-403.383,29,4114609,-24.557,-540.571,41
2919009,-123.529,-409.048,29,2704708,-970.971,-358.967,27
2608800,-865.791,-363.293,26,3203346,-204.159,-40.67,32
2919058,-134.663,-402.204,29,1200351,-893.898,-727.997,12
2406700,-569.322,-36.247,24,4210555,-268.024,-526.264,42
2406809,-614.943,-361.171,24,2509107,-705.942,-35.318,25
3137700,-201.539,-416.228,31,3139904,-223.044,-453.773,31
2919108,-11.773,-38.887,29,4114708,-236.158,-532.053,41
3137809,-219.671,-453.498,31,4114807,-234.843,-517.928,41
5105234,-153.188,-580.046,51,3140001,-203.765,-43.414,31
3137908,-20.79,-434.706,31,4311981,-30.353,-515.803,43
2205607,-725.922,-439.364,22,4312005,-273.568,-521.467,43
4113205,-257.671,-497.168,41,1712504,-979.377,-496.553,17
2919157,-113.851,-418.286,29,3528908,-217.959,-511.824,35
3203163,-198.994,-410.621,32,2704807,-958.353,-363.045,27
3138005,-213.715,-424.732,31,3302700,-229.354,-428.246,33
4113254,-248.862,-52.47,41,3140100,-185.079,-420.822,31
1600279,-804.911,-52.453,16,3203353,-194.114,-405.456,32
3526407,-230.506,-478.375,35,4114906,-237.425,-513.137,41
2803609,-107.981,-371.731,28,4115002,-227.336,-530.402,41
4113304,-254.077,-524.109,41,3529005,-222.171,-499.501,35
3138104,-17.887,-445.735,31,4115101,-240.089,-531.432,41
2508406,-650.603,-381.742,25,4115200,-234.205,-519.333,41
4209508,-272.173,-497.331,42,3529104,-204.389,-508.254,35
2919207,-128.978,-38.321,29,3140159,-200.582,-441.883,31
4209607,-283.859,-494.035,42,4115309,-26.355,-525.532,41
1712157,-127.847,-465.099,17,4115358,-24.42,-538.286,41
3526506,-211.639,-510.412,35,3140209,-216.979,-429.546,31
3138203,-21.248,-450.009,31,1504422,-136.002,-483.421,15
2307502,-67.448,-389.706,23,2509156,-682.748,-383.528,25
4311502,-308.071,-538.931,43,3140308,-197.096,-427.327,31
3526605,-22.57,-449.024,35,4115408,-261.472,-530.267,41
3138302,-197.193,-450.279,31,3140407,-22.447,-451.645,31
4209706,-26.928,-506.921,42,4312054,-293.311,-520.973,43
3526704,-221.809,-473.841,35,4115457,-25.112,-522.497,41
3138351,-170.793,-426.936,31,3140506,-193.306,-452.434,31
2919306,-125.616,-413.928,29,2307908,-32.252,-406.896,23
3526803,-226.027,-488.037,35,3529203,-221.462,-511.709,35
4209805,-275.081,-492.789,42,2407401,-608.279,-37.908,24
3138401,-215.296,-426.421,31,3140530,-202.546,-418.786,31
5212303,-16.619,-487.428,52,2804003,-107.308,-370.856,28
4113403,-230.818,-507.511,41,4115507,-237.058,-516.404,41
4311601,-27.601,-530.753,43,5212907,-17.983,-486.415,52
3138500,-220.275,-443.208,31,2920908,-155.542,-393.016,29
2919405,-146.842,-425.095,29,2308005,-352.364,-403.423,23
4113429,-24.11,-516.506,41,2206050,-747.469,-411.103,22
2106003,-451.837,-444.646,21,2509206,-718.995,-357.848,25
3138609,-218.386,-437.934,31,4210605,-266.109,-490.054,42
3526902,-22.566,-47.397,35,4312104,-295.649,-544.641,43
3138625,-195.512,-505.815,31,2921005,-125.307,-383.009,29
2608909,-78.726,-354.402,26,2705002,-911.824,-377.323,27
2704203,-974.098,-365.121,27,2106409,-362.035,-431.112,21
1504000,-18.985,-493.903,15,3140555,-156.869,-407.366,31
2307601,-514.392,-380.847,23,3529302,-216.025,-48.364,35
4113452,-252.596,-535.733,41,2509305,-659.673,-350.531,25
3527009,-225.226,-46.65,35,1712702,-105.464,-464.168,17
4209854,-270.545,-52.069,42,4115606,-252.496,-539.935,41
4311627,-295.859,-512.141,43,3140605,-184.699,-430.579,31
4311643,-294.679,-512.003,43,3140704,-199.794,-444.318,31
3203205,-193.946,-400.643,32,3171501,-18.59,-419.166,31
3527108,-216.718,-497.526,35,3140803,-21.869,-433.135,31
2508505,-737.113,-369.491,25,3140852,-148.563,-439.146,31
2919504,-136.369,-418.432,29,2206100,-371.492,-425.507,22
1712405,-959.002,-466.738,17,2921054,-139.109,-428.439,29
4113502,-229.232,-531.362,41,2106508,-309.849,-45.035,21
4113601,-230.058,-519.524,41,2509339,-712.486,-357.669,25
2508554,-661.191,-354.384,25,4115705,-258.237,-48.549,41
4113700,-23.304,-511.691,41,3140902,-202.873,-423.401,31
3138658,-159.013,-44.306,31,4312138,-28.28,-521.932,43
4209904,-271.684,-49.535,42,2509370,-654.018,-377.279,25
3527207,-227.334,-451.197,35,4312153,-295.285,-521.278,43
2106102,-708.111,-451.451,21,4312179,-28.252,-546.159,43
3527256,-20.966,-502.263,35,4115739,-246.995,-521.454,41
3527306,-230.856,-469.484,35,3141009,-153.944,-42.86,31
5105259,-130.588,-559.042,51,2106607,-551.359,-432.018,21
3527405,-217.182,-510.215,35,2106631,-36.244,-445.468,21
2508604,-690.258,-348.748,25,4210704,-264.709,-511.501,42
3527504,-224.294,-49.522,35,3141108,-195.543,-440.868,31
5105309,-112.219,-506.676,51,5212956,-154.342,-507.456,52
2406908,-610.525,-378.134,24,2705101,-915.437,-355.243,27
3527603,-21.55,-477.801,35,5105606,-101.821,-549.467,51
2205706,-288.438,-416.641,22,2509396,-726.188,-37.351,25
2106201,-127.492,-45.867,21,3141207,-192.179,-459.664,31
2919553,-120.956,-457.866,29,3529401,-236.677,-464.613,35
2407005,-640.588,-383.899,24,4115754,-238.988,-512.277,41
3138674,-204.468,-420.976,31,1302900,-339.289,-577.067,13
3138682,-161.095,-445.886,31,5213004,-179.719,-503.388,52
4210001,-267.151,-489.322,42,1712801,-595.169,-475.125,17
4113734,-242.853,-52.269,41,2308104,-738.597,-387.708,23
3527702,-216.737,-503.294,35,2407500,-552.181,-352.631,24
3138708,-215.145,-449.034,31,4312203,-276.325,-51.802,43
4113759,-240.821,-517.368,41,1600402,-11.336,-512.891,16
3527801,-224.146,-49.818,35,3141306,-199.865,-462.181,31
4113809,-22.755,-516.601,41,2921104,-173.707,-402.238,29
3527900,-223.384,-50.394,35,4115804,-252.977,-540.943,41
3138807,-197.911,-456.794,31,1504455,-344.637,-528.875,15
4210035,-271.304,-514.682,42,3141405,-162.245,-414.728,31
5212501,-16.253,-47.95,52,4210803,-288.244,-496.378,42
2205805,-34.683,-423.718,22,1504505,-18.032,-507.149,15
1712454,-617.794,-478.582,17,3302809,-225.245,-437.312,33
3302403,-223.768,-417.848,33,3141504,-186.631,-414.052,31
2407104,-585.229,-353.552,24,3529500,-211.757,-495.791,35
2919603,-121.326,-403.571,29,4115853,-244.538,-541.618,41
4311718,-291.445,-560.674,43,3141603,-211.976,-433.337,31
2803708,-106.619,-375.413,28,3529609,-203.579,-501.811,35
1600303,34.934,-510.694,16,2308203,-353.974,-404.531,23
2609006,-755.564,-354.425,26,3529658,-199.684,-506.326,35
2919702,-155.646,-404.209,29,3302858,-228.028,-434.601,33
3528007,-225.002,-487.102,35,3141702,-19.224,-426.079,31
2407203,-510.795,-366.318,24,2705200,-939.384,-358.392,27
3528106,-208.022,-499.687,35,2407609,-607.194,-375.158,24
2919801,-130.186,-426.945,29,2206209,-416.857,-428.963,22
3528205,-201.444,-501.973,35,2921203,-114.299,-406.031,29
2704302,-966.599,-35.735,27,2206308,-568.077,-427.436,22
3138906,-170.723,-407.245,31,3302908,-224.572,-434.803,33
4311700,-275.667,-516.668,43,3529708,-201.796,-48.031,35
1100130,-944.363,-619.818,11,2308302,-729.749,-389.378,23
3139003,-216.778,-459.219,31,2921302,-128.646,-398.611,29
2609105,-768.827,-355.114,26,2106672,-357.443,-426.131,21
4210050,-268.552,-513.705,42,2308351,-567.252,-391.875,23
3302452,-219.813,-422.533,33,2206357,-468.295,-414.173,22
2919900,-916.226,-390.518,29,5213053,-150.515,-481.611,52
2307635,-484.601,-395.725,23,3203403,-210.628,-413.615,32
2205854,-348.624,-424.981,22,5213087,-135.304,-482.206,52
2919926,-127.446,-386.153,29,2705309,-931.236,-368.696,27
3139102,-21.483,-443.287,31,4312252,-301.346,-520.423,43
2508703,-725.201,-374.322,25,3141801,-172.156,-425.884,31
1504059,-205.683,-475.601,15,3141900,-216.797,-446.051,31
2919959,-146.623,-414.915,29,5213103,-175.654,-525.537,52
4210100,-261.159,-498.086,42,3529807,-22.412,-48.451,35
1504109,-803.391,-476.014,15,1101203,-11.196,-615.174,11
2106300,-339.232,-422.117,21,3530003,-199.789,-50.139,35
3528304,-206.445,-502.305,35,3142007,-16.256,-441.602,31
3302502,-226.632,-430.315,33,3529906,-242.766,-474.625,35
2920007,-15.624,-402.587,29,3303005,-214.148,-421.938,33
2920106,-117.107,-401.437,29,1713205,-956.556,-48.393,17
3528403,-235.398,-47.185,35,2106706,-637.454,-443.683,21
3528502,-233.171,-465.897,35,4115903,-23.255,-527.761,41
5212600,-172.975,-494.898,52,3142106,-208.899,-423.458,31
4210209,-274.192,-489.488,42,4312302,-27.497,-536.891,43
2704401,-953.009,-36.992,27,3142205,-212.021,-426.122,31
2407252,-639.949,-38.324,24,2308377,-356.867,-399.663,23
4210308,-263.709,-503.266,42,5005608,-202.355,-563.746,50
3139201,-178.456,-420.769,31,2106755,-356.313,-445.814,21
2920205,-143.371,-437.686,29,2609303,-812.113,-387.388,26
2920304,-143.847,-418.842,29,3530102,-211.313,-511.035,35
2803807,-103.418,-369.252,28,2921401,-10.961,-40.574,29
2803906,-106.649,-373.004,28,1713304,-952.907,-485.922,17
4113908,-258.806,-508.173,41,2921450,-142.385,-407.718,29
2508802,-689.719,-375.221,25,1101302,-11.029,-626.696,11
2508901,-68.337,-351.213,25,3530201,-222.904,-519.084,35
5212709,-144.823,-461.165,52,4116000,-229.657,-514.846,41
4114005,-24.317,-525.271,41,3530300,-208.169,-495.206,35
3139250,-150.479,-429.469,31,5105622,-156.759,-580.951,51
4311734,-292.136,-499.311,43,3530409,-206.179,-494.617,35
1302504,-329.066,-606.216,13,3142254,-147.348,-444.092,31
2509008,-770.331,-381.523,25,4210852,-27.197,-500.786,42
1302553,-344.078,-604.612,13,2106805,-207.094,-447.787,21
2609154,-89.649,-376.313,26,4116059,-250.919,-542.477,41
1302603,-311.866,-600.212,13,2308401,-723.522,-39.143,23
1200336,-761.657,-728.997,12,1504604,-25.831,-495.042,15
4114104,-233.458,-520.944,41,3530508,-214.647,-470.024,35
4114203,-235.446,-51.671,41,4210902,-267.729,-53.04,42
4114302,-25.777,-493.282,41,3142304,-203.399,-440.509,31
3528601,-230.056,-493.202,35,3142403,-198.387,-454.127,31
4114351,-261.441,-533.113,41,2509404,-728.517,-354.832,25
3139300,-147.529,-439.391,31,3530607,-235.208,-461.854,35
3302601,-229.594,-440.409,33,3530706,-223.675,-469.428,35
4114401,-259.421,-521.743,41,3530805,-224.332,-469.532,35
3139409,-202.572,-42.028,31,5213400,-165.434,-50.739,52
3139508,-203.591,-419.589,31,2804102,-105.769,-373.512,28
1302702,-580.462,-612.895,13,1504703,-188.993,-487.668,15
2205904,-801.234,-438.755,22,1504752,-26.822,-546.425,15
4114500,-245.144,-516.658,41,2308500,-573.844,-39.63,23
1200344,-883.291,-692.679,12,3530904,-229.285,-47.559,35
4311759,-295.859,-554.841,43,2106904,-348.125,-452.496,21
2920403,-141.476,-402.399,29,3531001,-208.509,-500.975,35
2920452,-107.227,-440.428,29,4211009,-271.008,-534.032,42
3139607,-187.761,-409.874,31,3531100,-240.809,-466.265,35
3203304,-188.594,-41.124,32,3142502,-183.245,-44.118,31
4311775,-296.798,-502.079,43,2206407,-5.562,-426.075,22
3139805,-218.707,-430.062,31,2206506,-699.275,-41.026,22
2704906,-944.739,-363.881,27,3142601,-217.579,-455.391,31
5212808,-140.148,-491.777,52,2308609,-479.102,-400.646,23
1302801,-185.313,-65.573,13,2509503,-708.848,-359.592,25
1504208,-538.075,-491.327,15,3142700,-144.197,-443.719,31
3528700,-221.068,-519.617,35,3203502,-181.303,-403.668,32
2106326,-204.918,-459.587,21,2407708,-648.522,-352.842,24
3528809,-226.149,-506.713,35,4312351,-286.462,-520.767,43
4210407,-288.463,-494.605,42,1504802,-199.768,-540.724,15
